                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.30676,                0.48988,                0.28068,                0.92352,                0.96793,                0.89703,                0.95638,                0.91231,                0.96996,                0.89681,                 0.9442,                0.88708,                0.26807,                0.50244,                 0.3415,                0.53006,              0.0010481,              0.0010481,              0.0010481
                     17,                0.30337,                0.48256,                0.27436,                0.92639,                0.97839,                0.89768,                0.96533,                0.92354,                0.97438,                0.90378,                0.95887,                0.90074,                0.25919,                0.47829,                0.29182,                0.51049,              0.0010069,              0.0010069,              0.0010069
                     18,                0.29378,                0.47378,                0.26737,                0.91954,                0.98045,                0.89217,                0.96111,                0.91375,                0.98297,                0.88865,                0.95532,                0.89129,                0.27896,                0.51292,                0.32163,                0.53741,             0.00096561,             0.00096561,             0.00096561
                     19,                0.29617,                0.47617,                0.26886,                0.91998,                0.98374,                0.87504,                0.95787,                0.91595,                0.98351,                0.88084,                0.95286,                0.89668,                0.25102,                0.51109,                0.31527,                0.50448,             0.00092435,             0.00092435,             0.00092435
                     20,                0.28145,                0.44643,                0.25082,                0.91149,                0.97688,                0.89754,                0.95925,                0.91856,                0.97499,                0.89505,                0.95037,                0.88667,                0.25172,                0.52522,                0.31352,                0.51715,             0.00088309,             0.00088309,             0.00088309
                     21,                 0.2896,                0.44953,                0.25942,                0.91896,                0.97268,                0.89741,                0.95821,                0.91791,                0.97268,                0.89741,                0.95467,                0.89499,                0.24442,                0.52119,                0.29149,                0.50746,             0.00084184,             0.00084184,             0.00084184
                     22,                0.28328,                0.43842,                0.25212,                0.90945,                0.97762,                0.89031,                0.96094,                0.92023,                0.96855,                0.90345,                0.95608,                0.90995,                0.24445,                0.49921,                0.29304,                0.51202,             0.00080058,             0.00080058,             0.00080058
                     23,                0.27846,                0.42742,                0.24732,                 0.9124,                0.96627,                0.91568,                0.96265,                 0.9183,                0.96522,                0.91924,                0.95836,                0.89659,                0.24603,                0.48683,                0.28523,                0.50623,             0.00075932,             0.00075932,             0.00075932
                     24,                0.27871,                0.42866,                0.24552,                0.91163,                0.96577,                0.90581,                0.95987,                0.92124,                0.96879,                0.91088,                 0.9583,                0.89844,                0.24036,                0.50132,                 0.2915,                 0.5052,             0.00071806,             0.00071806,             0.00071806
                     25,                0.27297,                0.41453,                0.23629,                0.90571,                0.95381,                0.92141,                0.96057,                0.91935,                0.95203,                0.91799,                0.95472,                0.89879,                0.24916,                0.50489,                0.29723,                0.50524,              0.0006768,              0.0006768,              0.0006768
                     26,                0.27294,                0.41212,                0.23572,                  0.908,                0.96387,                0.91007,                0.96448,                0.92813,                0.96921,                0.90712,                0.96143,                0.90619,                 0.2483,                 0.5167,                0.28282,                0.51376,             0.00063554,             0.00063554,             0.00063554
                     27,                0.26764,                0.39702,                0.23095,                0.90112,                0.96561,                0.90985,                0.95163,                0.91331,                0.96056,                0.90759,                 0.9486,                0.90378,                0.24307,                0.49405,                0.33318,                0.51602,             0.00059429,             0.00059429,             0.00059429
                     28,                 0.2642,                 0.4023,                0.22545,                0.90102,                0.97178,                 0.9017,                0.95214,                0.91181,                0.96946,                0.89968,                0.94895,                0.89121,                0.24037,                0.51007,                0.32644,                0.51494,             0.00055303,             0.00055303,             0.00055303
                     29,                0.26517,                0.38895,                0.22181,                0.90348,                0.95961,                0.91239,                0.95773,                0.91972,                0.95784,                0.91073,                0.95502,                0.89827,                0.22768,                0.52305,                0.30356,                0.49821,             0.00051177,             0.00051177,             0.00051177
                     30,                0.25698,                0.37719,                0.21725,                0.89755,                0.96498,                0.91243,                0.96156,                0.92282,                0.96373,                0.91117,                0.95862,                0.90432,                0.22127,                0.52134,                 0.2936,                0.48552,             0.00047051,             0.00047051,             0.00047051
                     31,                0.18788,                0.31509,                0.19499,                0.89169,                 0.9647,                0.90851,                0.96184,                0.92391,                0.97473,                0.89856,                0.95732,                0.90361,                0.23343,                 0.5261,                0.28673,                0.48749,             0.00042925,             0.00042925,             0.00042925
                     32,                0.18195,                 0.3018,                0.18193,                0.87978,                0.96569,                0.91488,                0.96641,                0.92628,                0.96226,                0.91151,                0.95849,                0.91334,                0.24302,                0.50504,                 0.2671,                0.49645,             0.00038799,             0.00038799,             0.00038799
                     33,                0.18145,                0.29315,                0.17971,                0.88004,                0.97024,                0.90747,                0.96435,                0.92752,                0.97572,                 0.9127,                0.96508,                0.91744,                0.22871,                 0.5153,                0.28124,                0.47749,             0.00034674,             0.00034674,             0.00034674
                     34,                0.17148,                0.28422,                0.16621,                0.87206,                0.96481,                0.91047,                0.96195,                0.92501,                0.96395,                0.90937,                0.96192,                 0.9117,                0.22911,                  0.519,                0.27643,                0.48905,             0.00030548,             0.00030548,             0.00030548
                     35,                0.16536,                0.27215,                 0.1607,                0.87268,                0.96344,                0.91538,                0.96472,                0.93015,                0.95824,                0.91903,                0.96164,                0.91418,                0.22298,                 0.5161,                0.27991,                0.47172,             0.00026422,             0.00026422,             0.00026422
                     36,                0.15964,                0.27151,                0.15298,                 0.8682,                0.96589,                 0.9074,                0.96286,                0.92532,                0.96181,                 0.9015,                0.95714,                0.91437,                 0.2217,                0.52286,                 0.2868,                0.46907,             0.00022296,             0.00022296,             0.00022296
                     37,                0.15591,                0.25879,                0.14852,                0.86951,                 0.9725,                0.90658,                0.96325,                0.93055,                0.97302,                0.90697,                0.95969,                0.91774,                0.21259,                0.51283,                0.26076,                0.46214,              0.0001817,              0.0001817,              0.0001817
                     38,                 0.1516,                0.25182,                0.14332,                0.86209,                0.96877,                0.90538,                0.96612,                0.93254,                0.96754,                0.90546,                0.96341,                0.91646,                0.21088,                0.52162,                0.25051,                0.45874,             0.00014044,             0.00014044,             0.00014044
                     39,                0.14699,                0.24752,                0.13865,                0.86218,                0.98073,                0.89233,                0.96494,                 0.9321,                0.96177,                0.91187,                0.96418,                0.92117,                 0.2108,                0.51502,                0.25848,                0.45919,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     40,                0.14343,                0.24468,                 0.1335,                0.86107,                0.96242,                0.90968,                0.96564,                0.93304,                0.96258,                0.91029,                0.96544,                0.92105,                0.20962,                0.52143,                0.25911,                0.45691,             5.7928e-05,             5.7928e-05,             5.7928e-05
