                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.33322,                0.47616,                0.31104,                0.94304,                0.96143,                0.90151,                0.93382,                 0.8656,                0.95827,                0.90401,                0.92927,                0.88502,                0.41006,                0.66094,                0.45757,                0.64747,             0.00086934,             0.00086934,             0.00086934
                     31,                0.32752,                0.45245,                0.29401,                0.93754,                0.96835,                0.89093,                0.93193,                0.85999,                0.96919,                0.89546,                0.93015,                 0.8852,                0.39868,                0.62894,                0.45424,                0.61845,             0.00084184,             0.00084184,             0.00084184
                     32,                 0.3252,                0.46384,                0.29119,                0.93764,                 0.9663,                0.89288,                 0.9322,                0.86418,                0.97014,                0.89624,                0.93175,                0.88472,                0.40385,                0.67042,                0.47548,                0.64462,             0.00081433,             0.00081433,             0.00081433
                     33,                0.32003,                0.45481,                0.29438,                0.93509,                0.95553,                0.90518,                 0.9288,                0.86739,                0.96003,                0.89885,                0.92806,                0.88793,                0.40591,                0.62216,                0.46996,                0.66068,             0.00078682,             0.00078682,             0.00078682
                     34,                0.31191,                0.44402,                0.28324,                0.93021,                0.96686,                0.90363,                0.92907,                0.86267,                0.96767,                0.90273,                0.92397,                0.88278,                0.38826,                0.63833,                0.45202,                0.62849,             0.00075932,             0.00075932,             0.00075932
                     35,                0.30982,                0.42749,                0.27412,                0.92585,                0.96534,                0.90524,                 0.9311,                0.86641,                0.96534,                0.90524,                0.92794,                0.88359,                0.40293,                0.65337,                0.45586,                0.63107,             0.00073181,             0.00073181,             0.00073181
                     36,                0.30977,                0.43271,                0.27607,                0.92614,                0.97482,                0.88886,                0.92601,                0.87207,                0.97482,                0.88886,                 0.9255,                0.88423,                0.37241,                0.64504,                0.46128,                0.61796,             0.00070431,             0.00070431,             0.00070431
                     37,                0.30488,                0.42738,                0.26665,                 0.9234,                0.98349,                0.90175,                 0.9314,                0.87461,                0.98154,                0.90007,                0.93061,                0.89173,                0.36695,                0.61535,                0.44249,                0.59779,              0.0006768,              0.0006768,              0.0006768
                     38,                0.30556,                0.42344,                0.26941,                0.92645,                0.97399,                0.89973,                0.93248,                 0.8776,                0.97205,                0.89812,                0.93212,                0.89521,                0.34961,                0.64728,                0.41725,                0.58057,              0.0006493,              0.0006493,              0.0006493
                     39,                0.30361,                0.42033,                0.26688,                0.92238,                0.97636,                0.89503,                0.93499,                0.88521,                0.97262,                0.90342,                0.93429,                0.90128,                0.34781,                0.62019,                 0.4108,                0.58268,             0.00062179,             0.00062179,             0.00062179
                     40,                0.29824,                0.41266,                 0.2594,                0.92021,                0.98033,                  0.896,                 0.9389,                0.88088,                0.98286,                0.89317,                 0.9381,                0.89682,                0.35669,                0.62039,                0.42642,                0.58299,             0.00059429,             0.00059429,             0.00059429
                     41,                0.29707,                0.41057,                0.25552,                0.91765,                0.97235,                0.88425,                0.93597,                0.88597,                0.97235,                0.88425,                0.93527,                0.89344,                 0.3567,                0.60681,                0.42107,                0.59314,             0.00056678,             0.00056678,             0.00056678
                     42,                0.29052,                0.39906,                0.25427,                 0.9174,                0.97181,                0.89097,                0.93192,                 0.8823,                0.96181,                0.89641,                0.93185,                0.89399,                0.35418,                0.64908,                0.43009,                0.59278,             0.00053927,             0.00053927,             0.00053927
                     43,                0.28988,                0.40335,                0.24942,                0.91595,                  0.978,                  0.896,                0.93373,                 0.8799,                0.97591,                0.89432,                0.93269,                0.89217,                0.34703,                0.64145,                0.42623,                0.56963,             0.00051177,             0.00051177,             0.00051177
                     44,                0.28561,                0.40366,                0.24786,                0.91559,                0.97271,                0.90151,                0.93134,                0.88162,                0.97271,                0.90151,                0.92991,                0.89551,                0.35331,                0.67229,                0.41828,                0.57664,             0.00048426,             0.00048426,             0.00048426
                     45,                0.28367,                0.39344,                0.24455,                0.91184,                0.98059,                0.90489,                0.93842,                0.88895,                 0.9762,                0.90534,                0.93686,                0.89892,                0.33936,                0.63668,                0.40279,                 0.5769,             0.00045676,             0.00045676,             0.00045676
                     46,                0.28016,                 0.3747,                0.23999,                0.90939,                0.97734,                0.90794,                0.93454,                0.88695,                0.97734,                0.90794,                0.93385,                 0.8965,                0.34237,                0.63208,                 0.4318,                0.57197,             0.00042925,             0.00042925,             0.00042925
                     47,                0.27935,                0.36901,                 0.2422,                0.91287,                0.96474,                0.90523,                 0.9374,                0.89094,                0.96892,                0.90875,                0.93579,                0.90166,                0.31835,                0.63565,                0.40403,                0.54799,             0.00040175,             0.00040175,             0.00040175
                     48,                0.27783,                  0.373,                0.23646,                0.90874,                0.97032,                 0.9051,                0.93891,                0.88855,                0.97032,                 0.9051,                0.93869,                 0.9009,                0.32168,                0.64627,                0.38953,                0.55602,             0.00037424,             0.00037424,             0.00037424
                     49,                0.27118,                0.35769,                0.22917,                 0.9051,                0.97655,                0.89742,                0.93502,                0.88893,                0.97655,                0.89742,                0.93538,                0.90016,                0.32206,                0.64834,                0.39374,                0.56354,             0.00034674,             0.00034674,             0.00034674
                     50,                0.27194,                0.37016,                0.22991,                0.90733,                0.96994,                0.89768,                0.93942,                0.88854,                0.95599,                0.91157,                0.93872,                0.89686,                 0.3234,                 0.6578,                0.40032,                0.54973,             0.00031923,             0.00031923,             0.00031923
                     51,                0.24313,                0.30529,                0.26315,                 0.9126,                0.97661,                0.89679,                0.94139,                0.90236,                0.97661,                0.89679,                0.94164,                 0.9085,                 0.3047,                0.66452,                0.36341,                0.51622,             0.00029172,             0.00029172,             0.00029172
                     52,                0.22568,                0.27702,                0.22139,                0.90141,                0.97183,                0.90722,                0.94435,                0.90425,                0.97212,                0.90483,                0.94337,                0.91113,                0.31021,                0.67445,                  0.363,                0.54121,             0.00026422,             0.00026422,             0.00026422
                     53,                0.22017,                0.26785,                 0.2146,                0.90078,                0.97114,                0.91012,                0.94121,                0.90233,                0.96922,                0.90853,                0.94173,                0.90853,                0.29585,                0.66587,                0.35316,                0.51526,             0.00023671,             0.00023671,             0.00023671
                     54,                0.21274,                0.26377,                0.20679,                0.89754,                0.97227,                0.91205,                0.94006,                0.90282,                0.97643,                0.91045,                0.94179,                0.90692,                0.29042,                0.67349,                0.35508,                0.51287,             0.00020921,             0.00020921,             0.00020921
                     55,                0.20949,                0.25549,                0.20072,                0.89468,                0.98045,                0.90258,                 0.9426,                0.90588,                0.98045,                0.90258,                0.94308,                0.90882,                0.28585,                0.67396,                0.35363,                0.51325,              0.0001817,              0.0001817,              0.0001817
                     56,                0.20116,                0.24959,                0.19286,                0.88607,                 0.9843,                0.90451,                0.94271,                0.91084,                 0.9843,                0.90451,                0.94448,                0.91166,                0.27062,                0.67212,                0.34009,                 0.4984,              0.0001542,              0.0001542,              0.0001542
                     57,                0.19397,                0.24928,                0.18927,                0.88544,                0.96978,                0.91373,                0.94436,                0.91218,                 0.9727,                0.91121,                 0.9453,                0.91225,                0.27495,                0.66825,                0.34658,                0.49814,             0.00012669,             0.00012669,             0.00012669
                     58,                0.18661,                0.24645,                0.17863,                0.87315,                0.98313,                0.89905,                0.94497,                 0.9162,                0.98313,                0.89905,                0.94611,                0.91446,                  0.259,                0.67248,                0.33575,                0.47523,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     59,                 0.1842,                0.23784,                0.17636,                0.87713,                0.98225,                0.90404,                0.94362,                0.91415,                0.98225,                0.90404,                0.94358,                0.91446,                0.26495,                0.67478,                0.34179,                0.49047,             7.1681e-05,             7.1681e-05,             7.1681e-05
                     60,                0.17814,                0.23764,                0.17332,                0.87322,                 0.9786,                0.90534,                0.94501,                 0.9161,                 0.9786,                0.90534,                0.94566,                0.91541,                0.26374,                0.67185,                0.33706,                0.48933,             4.4176e-05,             4.4176e-05,             4.4176e-05
