                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.38674,                  0.699,                 0.3882,                0.97676,                0.98076,                0.87443,                0.93242,                0.87076,                0.98271,                0.87046,                 0.9219,                0.85153,                0.36386,                0.70793,                0.43565,                0.62716,              0.0013134,              0.0013134,              0.0013134
                     17,                0.38369,                0.69553,                0.38151,                0.98007,                0.97068,                0.87218,                0.93573,                0.87042,                 0.9805,                0.86585,                0.92449,                0.83993,                0.34664,                0.66037,                 0.4275,                0.62326,              0.0012898,              0.0012898,              0.0012898
                     18,                0.36881,                0.66987,                0.37173,                0.96894,                0.94526,                0.88501,                 0.9323,                0.85997,                 0.9459,                0.88562,                0.92198,                0.84605,                0.38976,                0.66921,                0.45388,                0.64833,              0.0012662,              0.0012662,              0.0012662
                     19,                0.36208,                0.64868,                0.35932,                0.96369,                0.97546,                0.88237,                0.93148,                0.86943,                0.98022,                0.87751,                0.92825,                0.85198,                0.34936,                0.68983,                0.47744,                0.63957,              0.0012426,              0.0012426,              0.0012426
                     20,                0.35337,                0.63769,                0.34791,                0.95977,                0.97535,                0.87163,                0.93471,                0.87632,                0.97305,                0.86953,                0.92875,                0.85491,                0.33751,                 0.6416,                0.44088,                0.61456,              0.0012191,              0.0012191,              0.0012191
                     21,                0.35974,                0.62945,                0.35484,                0.96579,                0.97335,                0.87048,                0.92097,                0.86903,                 0.9743,                0.87167,                0.91419,                0.85853,                0.34107,                0.64022,                0.47477,                0.62753,              0.0011955,              0.0011955,              0.0011955
                     22,                 0.3554,                0.61653,                0.34952,                0.95635,                0.97721,                0.88049,                0.94007,                0.88291,                0.98052,                0.88024,                0.93515,                0.87458,                0.34124,                0.62515,                0.40447,                0.62529,              0.0011719,              0.0011719,              0.0011719
                     23,                0.34399,                0.59579,                0.33866,                0.95659,                0.97912,                0.86929,                0.93495,                0.87054,                0.97583,                0.86636,                0.92702,                 0.8558,                0.34419,                0.65369,                0.42304,                0.62735,              0.0011483,              0.0011483,              0.0011483
                     24,                0.34891,                0.59666,                0.33808,                0.95597,                0.96996,                0.88646,                0.93118,                0.87479,                0.96851,                0.88759,                0.92922,                0.87117,                0.33312,                0.63256,                 0.4222,                0.61698,              0.0011247,              0.0011247,              0.0011247
                     25,                0.33784,                0.57531,                0.32546,                0.94764,                0.97463,                 0.8792,                0.92139,                0.86423,                0.96832,                0.88149,                0.91714,                0.84016,                 0.3559,                0.65849,                0.48793,                0.63584,              0.0011012,              0.0011012,              0.0011012
                     26,                0.33623,                0.57279,                0.32162,                 0.9486,                0.97189,                0.87153,                0.94194,                0.88316,                0.96998,                0.87563,                0.93673,                0.85925,                 0.3264,                0.60807,                0.43102,                0.60927,              0.0010776,              0.0010776,              0.0010776
                     27,                0.33457,                0.56301,                0.32024,                0.94535,                0.98158,                0.87565,                0.94375,                0.88848,                0.98272,                0.87747,                0.93777,                0.87311,                0.31876,                 0.6268,                  0.388,                0.60125,               0.001054,               0.001054,               0.001054
                     28,                0.32904,                0.55388,                   0.31,                0.94068,                0.96872,                0.89375,                0.94181,                0.88862,                0.96569,                0.89131,                0.93452,                0.87415,                0.31151,                0.59949,                0.38056,                0.58701,              0.0010304,              0.0010304,              0.0010304
                     29,                0.32943,                  0.548,                0.30685,                0.94463,                0.95035,                0.89935,                0.94563,                0.89265,                 0.9704,                0.88694,                0.94201,                0.87679,                0.31797,                0.59996,                0.37213,                0.60494,              0.0010069,              0.0010069,              0.0010069
                     30,                0.32524,                0.53239,                0.30214,                 0.9398,                0.97046,                0.89449,                0.94654,                0.89611,                 0.9779,                0.88505,                0.93917,                0.88093,                0.31307,                0.62541,                0.33947,                0.59024,             0.00098329,             0.00098329,             0.00098329
                     31,                0.31824,                0.52886,                0.30288,                0.93524,                0.98491,                0.87539,                0.95073,                0.89767,                0.98343,                 0.8739,                0.94492,                0.88024,                0.30303,                0.61696,                0.37168,                0.57953,             0.00095972,             0.00095972,             0.00095972
                     32,                0.31975,                0.52429,                0.30249,                0.93698,                0.97499,                0.88665,                0.94763,                0.89045,                0.98428,                0.87855,                 0.9426,                 0.8705,                0.31764,                0.60996,                0.38304,                0.61573,             0.00093614,             0.00093614,             0.00093614
                     33,                0.31645,                0.53207,                0.29588,                0.93438,                0.98057,                0.89238,                0.94525,                0.89268,                0.97994,                0.89241,                0.93661,                 0.8739,                 0.3178,                0.59239,                0.36736,                0.61315,             0.00091256,             0.00091256,             0.00091256
                     34,                0.31194,                 0.5157,                0.28997,                0.93228,                0.97399,                0.89754,                 0.9498,                0.90089,                0.97471,                0.89815,                0.94626,                0.87812,                0.30225,                0.58929,                 0.3741,                0.57923,             0.00088899,             0.00088899,             0.00088899
                     35,                0.30854,                0.49263,                0.28175,                0.92891,                0.96321,                0.89615,                0.93682,                0.89042,                0.96432,                0.89643,                0.93516,                0.87362,                0.30058,                 0.5768,                0.41046,                0.58861,             0.00086541,             0.00086541,             0.00086541
                     36,                0.31199,                0.49794,                0.28894,                 0.9283,                 0.9885,                0.87526,                 0.9491,                0.89734,                0.98623,                0.87316,                0.94116,                0.88201,                0.30799,                0.56927,                0.35381,                0.58702,             0.00084184,             0.00084184,             0.00084184
                     37,                0.30077,                0.47745,                0.27475,                0.92612,                 0.9781,                0.89436,                0.95036,                0.89913,                0.97698,                 0.8935,                0.94639,                0.89087,                0.30031,                0.56787,                0.37452,                0.58282,             0.00081826,             0.00081826,             0.00081826
                     38,                0.30187,                0.47906,                0.27704,                0.92812,                0.97476,                0.89647,                0.94928,                0.89803,                0.97094,                0.89072,                0.94369,                0.88343,                0.30414,                0.58914,                0.37213,                0.58429,             0.00079468,             0.00079468,             0.00079468
                     39,                 0.2972,                0.48037,                0.27351,                  0.922,                0.96451,                0.89363,                0.95154,                0.90008,                0.96315,                0.89236,                0.94708,                0.88251,                0.29301,                0.58866,                0.35075,                0.57719,             0.00077111,             0.00077111,             0.00077111
                     40,                0.29875,                 0.4793,                0.27275,                0.92263,                0.97181,                0.88065,                0.95172,                0.90167,                  0.977,                0.88191,                0.94768,                0.89253,                0.29073,                0.56718,                0.36199,                0.57201,             0.00074753,             0.00074753,             0.00074753
                     41,                0.29487,                0.46625,                0.26814,                0.92207,                0.97882,                0.88779,                0.95616,                0.91261,                0.96962,                0.89613,                0.95546,                0.89748,                0.27682,                0.55266,                0.36017,                0.55724,             0.00072395,             0.00072395,             0.00072395
                     42,                0.29082,                0.45698,                0.26597,                0.91862,                0.97848,                0.88155,                0.93545,                0.89366,                0.97829,                0.88133,                0.93579,                0.87496,                0.28232,                0.54763,                0.49631,                0.56926,             0.00070038,             0.00070038,             0.00070038
                     43,                0.28045,                0.44135,                0.25007,                0.91168,                0.98415,                0.88175,                0.94809,                0.90208,                0.98316,                0.87803,                0.94119,                0.88955,                 0.2834,                0.53606,                0.35557,                 0.5601,              0.0006768,              0.0006768,              0.0006768
                     44,                0.28873,                0.44091,                0.25907,                0.91825,                 0.9709,                0.89308,                0.95649,                0.91102,                0.96969,                0.90448,                0.95693,                0.89554,                0.28149,                0.55434,                0.34273,                0.56743,             0.00065323,             0.00065323,             0.00065323
                     45,                0.28477,                0.44181,                0.25381,                0.91467,                0.98493,                0.88118,                0.94288,                0.89994,                0.98598,                0.88273,                0.94067,                0.88382,                0.27408,                0.54193,                0.35162,                0.56014,             0.00062965,             0.00062965,             0.00062965
                     46,                0.27714,                0.43713,                0.24861,                0.90886,                0.97703,                0.89183,                0.95204,                0.90613,                0.97617,                0.89601,                 0.9513,                0.89882,                0.28857,                0.52339,                0.35607,                0.56236,             0.00060607,             0.00060607,             0.00060607
                     47,                0.27454,                0.42498,                0.24271,                 0.9109,                0.97585,                0.88969,                0.94889,                 0.9083,                0.97751,                0.88706,                0.94751,                0.89653,                0.27421,                0.52978,                0.36122,                0.55168,              0.0005825,              0.0005825,              0.0005825
                     48,                0.27347,                0.41881,                0.24252,                0.90755,                0.97236,                0.89389,                0.95188,                0.91064,                0.97589,                0.89254,                0.94935,                0.88885,                0.27134,                0.54239,                0.32731,                0.55293,             0.00055892,             0.00055892,             0.00055892
                     49,                0.27432,                0.41628,                0.23769,                0.90719,                0.97275,                0.88737,                0.95157,                0.90751,                0.97154,                0.88715,                  0.951,                 0.8919,                0.27937,                0.52405,                0.33396,                0.56207,             0.00053535,             0.00053535,             0.00053535
                     50,                0.27033,                0.40192,                0.23692,                0.90353,                0.96089,                0.90604,                0.95523,                 0.9134,                0.96164,                0.91344,                 0.9554,                0.89402,                0.25851,                0.54728,                0.31569,                0.53681,             0.00051177,             0.00051177,             0.00051177
                     51,                0.26667,                0.39568,                0.23119,                0.90407,                0.97176,                0.89164,                0.95338,                0.91424,                0.97305,                0.89225,                0.95064,                0.89665,                0.27231,                0.52203,                 0.3456,                0.56464,             0.00048819,             0.00048819,             0.00048819
                     52,                0.26692,                0.39201,                 0.2317,                 0.9029,                0.98145,                0.89278,                0.95849,                 0.9188,                0.97608,                0.89885,                0.95587,                0.90322,                0.26522,                0.52325,                0.32874,                0.54346,             0.00046462,             0.00046462,             0.00046462
                     53,                 0.2641,                0.39096,                 0.2277,                 0.9036,                0.96804,                0.90312,                 0.9541,                0.91065,                0.96732,                0.90095,                0.95244,                0.89154,                0.26729,                0.55686,                0.32906,                0.53584,             0.00044104,             0.00044104,             0.00044104
                     54,                0.25741,                0.38393,                0.21993,                0.89674,                0.97556,                0.89815,                0.95449,                0.91668,                0.97167,                0.90739,                0.95399,                0.89812,                0.25655,                0.55264,                0.33557,                0.53003,             0.00041746,             0.00041746,             0.00041746
                     55,                0.25237,                0.38102,                0.21374,                0.89454,                 0.9717,                0.89956,                0.95534,                0.91658,                0.97151,                0.89934,                0.95355,                0.90215,                0.25304,                0.52855,                 0.3385,                0.53273,             0.00039389,             0.00039389,             0.00039389
                     56,                0.25459,                 0.3714,                0.21657,                0.89638,                0.97306,                0.88599,                 0.9531,                0.91536,                0.96251,                0.90143,                0.95159,                0.89468,                0.25567,                0.56071,                0.33081,                0.52925,             0.00037031,             0.00037031,             0.00037031
                     57,                0.25284,                0.37674,                0.21447,                0.89841,                0.96045,                0.90691,                0.95273,                0.91133,                0.96294,                0.90986,                0.95321,                0.89537,                0.25778,                0.54732,                0.32867,                 0.5371,             0.00034674,             0.00034674,             0.00034674
                     58,                0.25098,                 0.3742,                0.21015,                0.89417,                0.95611,                0.91178,                0.95215,                0.91365,                0.97489,                0.89281,                 0.9519,                0.89245,                0.24683,                0.55054,                  0.313,                0.52645,             0.00032316,             0.00032316,             0.00032316
                     59,                0.24678,                0.35679,                0.20326,                 0.8924,                0.96799,                   0.89,                0.95773,                0.92042,                0.95546,                0.90571,                0.95763,                0.89986,                0.24551,                0.55075,                0.30183,                 0.5251,             0.00029958,             0.00029958,             0.00029958
                     60,                0.24773,                0.37083,                0.20512,                0.89218,                0.97121,                0.90185,                 0.9522,                0.91592,                0.97793,                 0.9026,                0.95136,                0.90194,                0.23895,                0.53987,                0.30731,                0.51367,             0.00027601,             0.00027601,             0.00027601
                     61,                0.17781,                0.28356,                0.17908,                 0.8828,                0.96128,                0.90001,                0.95895,                0.92072,                0.96822,                0.90708,                0.96031,                0.90977,                0.24858,                  0.546,                0.31507,                0.51438,             0.00025243,             0.00025243,             0.00025243
                     62,                0.17121,                0.28218,                 0.1665,                0.87381,                 0.9673,                0.89804,                0.95658,                0.91833,                0.96822,                0.89887,                0.95605,                0.90007,                0.24928,                 0.5555,                0.29652,                 0.5176,             0.00022886,             0.00022886,             0.00022886
                     63,                0.16669,                0.26432,                0.16152,                0.87241,                0.96973,                0.89669,                0.95869,                0.92149,                0.97132,                0.89823,                0.95724,                 0.9129,                0.24403,                0.55866,                0.28788,                0.51381,             0.00020528,             0.00020528,             0.00020528
                     64,                0.15914,                0.25928,                 0.1547,                0.86627,                0.98136,                0.88065,                 0.9562,                0.92229,                0.97972,                0.87981,                0.95202,                0.90588,                0.23226,                0.55386,                0.32389,                0.50316,              0.0001817,              0.0001817,              0.0001817
                     65,                0.15822,                0.25501,                 0.1479,                0.86814,                0.97648,                0.88702,                0.95808,                0.92151,                0.96343,                0.89537,                  0.953,                0.90818,                0.23889,                0.57114,                0.30708,                0.50486,             0.00015813,             0.00015813,             0.00015813
                     66,                0.15351,                0.24592,                 0.1463,                0.86578,                0.96192,                0.89871,                 0.9581,                0.92157,                 0.9616,                0.89882,                0.95655,                0.90471,                0.23816,                0.56941,                0.29611,                0.50192,             0.00013455,             0.00013455,             0.00013455
                     67,                0.15084,                0.24699,                0.14382,                0.86335,                0.97257,                0.89405,                0.95836,                0.92281,                0.97076,                0.89502,                0.95282,                0.90359,                0.23709,                0.58502,                0.30225,                0.50814,             0.00011097,             0.00011097,             0.00011097
                     68,                0.14705,                0.24743,                0.13857,                0.85974,                0.96497,                0.89881,                0.95772,                0.92217,                0.97111,                0.89375,                0.95441,                0.90507,                0.23425,                0.58686,                0.30307,                0.50235,             8.7398e-05,             8.7398e-05,             8.7398e-05
                     69,                0.14194,                0.23575,                0.13228,                0.85596,                0.96249,                0.90488,                0.95866,                0.92841,                0.96202,                0.90317,                0.95531,                0.91704,                0.22591,                0.57754,                  0.292,                0.49872,             6.3822e-05,             6.3822e-05,             6.3822e-05
                     70,                0.13907,                 0.2304,                0.13028,                0.85608,                0.96697,                0.90405,                0.96123,                 0.9293,                 0.9675,                0.89818,                0.95685,                0.91793,                0.22833,                0.57278,                0.29583,                0.50153,             4.0246e-05,             4.0246e-05,             4.0246e-05
